CAMID,file_url,hybrid_stat,split,zenodo_link,md5,subspecies,parent_subspecies_1,parent_subspecies_2,filename
CAM040558,https://zenodo.org/record/2707828/files/CAM040558_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,4352e92c04e36464748d628f172c2f93,2.0,,,CAM040558.jpg
CAM040559,https://zenodo.org/record/2707828/files/CAM040559_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,8b6b68a19a734ac9140a9e2664388a0f,2.0,,,CAM040559.jpg
CAM040560,https://zenodo.org/record/2707828/files/CAM040560_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,533fdb6d7f04ab23b81121b1484e0b1e,2.0,,,CAM040560.jpg
CAM040561,https://zenodo.org/record/2707828/files/CAM040561_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,f87a24ca05b2de55e08b9bf146cf3e51,2.0,,,CAM040561.jpg
CAM040586,https://zenodo.org/record/2707828/files/CAM040586_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,29746d5871acdd1a83827c143eae47e0,2.0,,,CAM040586.jpg
CAM040585,https://zenodo.org/record/2707828/files/CAM040585_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,54b1547aef04935af380704cd906c242,2.0,,,CAM040585.jpg
CAM040584,https://zenodo.org/record/2707828/files/CAM040584_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0881ec1df8ffb74c8cf8ee7248d3efb5,2.0,,,CAM040584.jpg
CAM040583,https://zenodo.org/record/2707828/files/CAM040583_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b351a68b642d32c93ccdf053d180ae66,2.0,,,CAM040583.jpg
CAM040582,https://zenodo.org/record/2707828/files/CAM040582_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,9444e0455a97dec23e090f736c5ca280,2.0,,,CAM040582.jpg
CAM040581,https://zenodo.org/record/2707828/files/CAM040581_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0136753cc328d23c19293b496aed89ec,2.0,,,CAM040581.jpg
CAM040580,https://zenodo.org/record/2707828/files/CAM040580_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,081a6e5ecdd1d2046c022e1b0e342332,2.0,,,CAM040580.jpg
CAM040579,https://zenodo.org/record/2707828/files/CAM040579_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,42276a1d1a9df49ac2832f2b8407b4fb,2.0,,,CAM040579.jpg
CAM040578,https://zenodo.org/record/2707828/files/CAM040578_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d4b846a0709b09972cd2e0701d184766,2.0,,,CAM040578.jpg
CAM040577,https://zenodo.org/record/2707828/files/CAM040577_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,22419c897517af8b5558624f405f7815,2.0,,,CAM040577.jpg
CAM040576,https://zenodo.org/record/2707828/files/CAM040576_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,ee1f53540a4226807b253e1db12bd6ae,2.0,,,CAM040576.jpg
CAM040575,https://zenodo.org/record/2707828/files/CAM040575_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,2c44d5f27c3e7a90775b7a66740c4df4,2.0,,,CAM040575.jpg
CAM040573,https://zenodo.org/record/2707828/files/CAM040573_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,4f23ab711a5b611ce22a6482bb2bff54,2.0,,,CAM040573.jpg
CAM040572,https://zenodo.org/record/2707828/files/CAM040572_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,2b3b468733c8577122cfb578ddc5d730,2.0,,,CAM040572.jpg
CAM040571,https://zenodo.org/record/2707828/files/CAM040571_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b84aeb7fd719d76cb04ee878c2359c87,2.0,,,CAM040571.jpg
CAM040570,https://zenodo.org/record/2707828/files/CAM040570_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,cbbb2c32b62b26b402c764f9d0aedc19,2.0,,,CAM040570.jpg
CAM040569,https://zenodo.org/record/2707828/files/CAM040569_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,bf7d6ad19ab36116ce7c45ea765086ac,2.0,,,CAM040569.jpg
CAM040568,https://zenodo.org/record/2707828/files/CAM040568_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,861e0e3dc518b6c426cbf8f85a7fc6a4,2.0,,,CAM040568.jpg
CAM040567,https://zenodo.org/record/2707828/files/CAM040567_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,963b4f4b9f85bc38c19e0eb26ea40564,2.0,,,CAM040567.jpg
CAM040563,https://zenodo.org/record/2707828/files/CAM040563_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,9a94c44aae69fb4d5f98049bbca2a714,2.0,,,CAM040563.jpg
CAM040562,https://zenodo.org/record/2707828/files/CAM040562_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,bdea8b7eeb1abd9fff1d4048150ccbe4,2.0,,,CAM040562.jpg
CAM040574,https://zenodo.org/record/2707828/files/CAM040574_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,5b0a34140a101f0cbca74e7bb3ddb286,2.0,,,CAM040574.jpg
CAM040512,https://zenodo.org/record/2707828/files/CAM040512_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,24535cfbff88d846e9fd0947f6660409,2.0,,,CAM040512.jpg
CAM040381,https://zenodo.org/record/2707828/files/CAM040381_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,fd985a64ca09872c0de6748aeaeb8087,2.0,,,CAM040381.jpg
CAM040127,https://zenodo.org/record/2707828/files/CAM040127_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,7a8ad057e3fa6b96a190704fe3e7e08f,8.0,,,CAM040127.jpg
CAM040126,https://zenodo.org/record/2707828/files/CAM040126_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,16964193205030ba23e0049d3260a755,8.0,,,CAM040126.jpg
CAM040125,https://zenodo.org/record/2707828/files/CAM040125_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,59e65f3a212f440b95ac260127eb547e,8.0,,,CAM040125.jpg
CAM040124,https://zenodo.org/record/2707828/files/CAM040124_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,5d90839fe87974cde5bc804cd87b33e7,8.0,,,CAM040124.jpg
CAM040123,https://zenodo.org/record/2707828/files/CAM040123_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0480d8d1e03d16f513a3cd2bd6b9af92,8.0,,,CAM040123.jpg
CAM040122,https://zenodo.org/record/2707828/files/CAM040122_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,7cb56fc5757283152fe060907cc4e085,8.0,,,CAM040122.jpg
CAM040121,https://zenodo.org/record/2707828/files/CAM040121_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,093ef09fa5cc88f8552e3766a01dee27,8.0,,,CAM040121.jpg
CAM040120,https://zenodo.org/record/2707828/files/CAM040120_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,92ba2b96670b4db18dc04d40fe268faa,8.0,,,CAM040120.jpg
CAM040119,https://zenodo.org/record/2707828/files/CAM040119_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,e29de4c3da0668faa9993d4d07d44a2a,8.0,,,CAM040119.jpg
CAM040114,https://zenodo.org/record/2707828/files/CAM040114_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,cef1fdae587bf185c6308791ad30e1be,4.0,,,CAM040114.jpg
CAM040113,https://zenodo.org/record/2707828/files/CAM040113_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3c64be99ae922afab847fa15e2229e52,4.0,,,CAM040113.jpg
CAM040112,https://zenodo.org/record/2707828/files/CAM040112_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,af2a070545ef2eafc80a716a378607a5,4.0,,,CAM040112.jpg
CAM040111,https://zenodo.org/record/2707828/files/CAM040111_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,acc2c8ae914f1c656075f553db4b519c,4.0,,,CAM040111.jpg
CAM040108,https://zenodo.org/record/2707828/files/CAM040108_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,654d9c1e2c668109046caeffa3a5a06e,4.0,,,CAM040108.jpg
CAM040106,https://zenodo.org/record/2707828/files/CAM040106_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,a04dd185dd581eb984bf2d0b8bafba37,4.0,,,CAM040106.jpg
CAM040105,https://zenodo.org/record/2707828/files/CAM040105_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,75beec2386eeeee9042e945009c1a0ff,4.0,,,CAM040105.jpg
CAM040103,https://zenodo.org/record/2707828/files/CAM040103_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,5f7ce2ff248a80ec574b2bcfc9de857e,4.0,,,CAM040103.jpg
CAM040102,https://zenodo.org/record/2707828/files/CAM040102_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,03d628b100952f0cfac139d1ce8a8e33,4.0,,,CAM040102.jpg
CAM040128,https://zenodo.org/record/2707828/files/CAM040128_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,6c1e35ec37c6cd3a14d5bf2cf73a8f64,8.0,,,CAM040128.jpg
CAM040101,https://zenodo.org/record/2707828/files/CAM040101_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3cc85f9fc77e3c55dbba538429b5e566,4.0,,,CAM040101.jpg
CAM040131,https://zenodo.org/record/2707828/files/CAM040131_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b474c1055fce2128f2d83e06e6c28c5b,8.0,,,CAM040131.jpg
CAM040158,https://zenodo.org/record/2707828/files/CAM040158_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3d50fd8835d3f5ef20111e6633f15f97,8.0,,,CAM040158.jpg
CAM040157,https://zenodo.org/record/2707828/files/CAM040157_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,33cf063ea1b54d5c61598f862dfe4a6b,8.0,,,CAM040157.jpg
CAM040155,https://zenodo.org/record/2707828/files/CAM040155_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0c809804f4ff6a2afcf79496e4141199,8.0,,,CAM040155.jpg
CAM040154,https://zenodo.org/record/2707828/files/CAM040154_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,5de2ddf1d32e95d3fb36f7fe0e4dd004,8.0,,,CAM040154.jpg
CAM040152,https://zenodo.org/record/2707828/files/CAM040152_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,f3b2416c0b0f6f520b5792b8c2cb6d0d,8.0,,,CAM040152.jpg
CAM040146,https://zenodo.org/record/2707828/files/CAM040146_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,c103e550da088c576e92f20da29ba153,8.0,,,CAM040146.jpg
CAM040145,https://zenodo.org/record/2707828/files/CAM040145_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3465ae3fb895e8268b71ff1106ac42bb,8.0,,,CAM040145.jpg
CAM040144,https://zenodo.org/record/2707828/files/CAM040144_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,09d94d51b4c6329c8df8052b2415a4e9,8.0,,,CAM040144.jpg
CAM040143,https://zenodo.org/record/2707828/files/CAM040143_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,72edacfe0a1d1833fac1cc47b7190566,8.0,,,CAM040143.jpg
CAM040142,https://zenodo.org/record/2707828/files/CAM040142_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,bf0f6ebed104aff2b07ad2217cec48c1,8.0,,,CAM040142.jpg
CAM040141,https://zenodo.org/record/2707828/files/CAM040141_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,efcbe6e25d1553ca00945ec3b8ebd4c1,8.0,,,CAM040141.jpg
CAM040140,https://zenodo.org/record/2707828/files/CAM040140_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,82695b31f11be5a334442c47981ab7b4,8.0,,,CAM040140.jpg
CAM040139,https://zenodo.org/record/2707828/files/CAM040139_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,9aeea18ece233778a636b6e3d51ab066,8.0,,,CAM040139.jpg
CAM040138,https://zenodo.org/record/2707828/files/CAM040138_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,2e94e681125a172422a2b094f4195d9b,8.0,,,CAM040138.jpg
CAM040137,https://zenodo.org/record/2707828/files/CAM040137_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0e67a947bc0762cc1aa0d5be9e946099,8.0,,,CAM040137.jpg
CAM040136,https://zenodo.org/record/2707828/files/CAM040136_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0587fa23912acf2cbcffc09d26fa339a,8.0,,,CAM040136.jpg
CAM040135,https://zenodo.org/record/2707828/files/CAM040135_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,1a42a59295defd0321098bcaa3bc5295,8.0,,,CAM040135.jpg
CAM040134,https://zenodo.org/record/2707828/files/CAM040134_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,68cd55cef19e047454dc9e88175f4daa,8.0,,,CAM040134.jpg
CAM040133,https://zenodo.org/record/2707828/files/CAM040133_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,aa5981e6a9f0fccea28cf35a57ff9594,8.0,,,CAM040133.jpg
CAM040130,https://zenodo.org/record/2707828/files/CAM040130_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,88f7c9a39fbed9f7c225f596eeefe0d8,8.0,,,CAM040130.jpg
CAM040098,https://zenodo.org/record/2707828/files/CAM040098_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b3de3e3894421dd0c858813f7555e5e9,4.0,,,CAM040098.jpg
CAM040042,https://zenodo.org/record/2707828/files/CAM040042_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d224170b3507fcea792ff73389068a89,4.0,,,CAM040042.jpg
CAM040041,https://zenodo.org/record/2707828/files/CAM040041_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,f7587cc4fbc5274aa5f2ba25b39d6547,4.0,,,CAM040041.jpg
CAM040040,https://zenodo.org/record/2707828/files/CAM040040_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b1ffd3a572ceab1877f890ea3df5d551,4.0,,,CAM040040.jpg
CAM040027,https://zenodo.org/record/2707828/files/CAM040027_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,c1aaa756db21d5c406de0b70a13e990e,8.0,,,CAM040027.jpg
CAM040026,https://zenodo.org/record/2707828/files/CAM040026_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,7fdd67c5b65c6da787674695be2e19cd,8.0,,,CAM040026.jpg
CAM040025,https://zenodo.org/record/2707828/files/CAM040025_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,e4c651d7000b38eee4739c84c35eab45,8.0,,,CAM040025.jpg
CAM040024,https://zenodo.org/record/2707828/files/CAM040024_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0a6b776080cbd88dc9841e1c449d4d98,8.0,,,CAM040024.jpg
CAM040160,https://zenodo.org/record/2707828/files/CAM040160_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,2aabb7819f529db5797cb1c696bc1708,8.0,,,CAM040160.jpg
CAM040161,https://zenodo.org/record/2707828/files/CAM040161_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,008687ad95c3c3e6c46ef94d3e8165f9,8.0,,,CAM040161.jpg
CAM040163,https://zenodo.org/record/2707828/files/CAM040163_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,55dcb9c19e2ce4308c02461a85dd8bf0,8.0,,,CAM040163.jpg
CAM040380,https://zenodo.org/record/2707828/files/CAM040380_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,7a91ff9c82e0be3d3f8b2dcd998b6d77,2.0,,,CAM040380.jpg
CAM040162,https://zenodo.org/record/2707828/files/CAM040162_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b6668ce53730fd71696ab35efae49d03,8.0,,,CAM040162.jpg
CAM040379,https://zenodo.org/record/2707828/files/CAM040379_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d3bd84916bf1d369b719985cc73c67e5,2.0,,,CAM040379.jpg
CAM040378,https://zenodo.org/record/2707828/files/CAM040378_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,950cc2b334da027ad70e5cd90740a1de,2.0,,,CAM040378.jpg
CAM040377,https://zenodo.org/record/2707828/files/CAM040377_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,4cd7398dacf8688a89f04b263f4a459e,2.0,,,CAM040377.jpg
CAM040376,https://zenodo.org/record/2707828/files/CAM040376_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,cbb6ff88c9881a7a966c7174f5c01c5b,2.0,,,CAM040376.jpg
CAM040375,https://zenodo.org/record/2707828/files/CAM040375_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,cba8576f38f7a3171fb922e6f13babef,2.0,,,CAM040375.jpg
CAM040374,https://zenodo.org/record/2707828/files/CAM040374_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,42357b32645e3b6f7d87c9c69a8a1e20,2.0,,,CAM040374.jpg
CAM040372,https://zenodo.org/record/2707828/files/CAM040372_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,95c5fb30d2850d9330aec4c16111fac1,2.0,,,CAM040372.jpg
CAM040371,https://zenodo.org/record/2707828/files/CAM040371_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,ec0a784ee318aa567b4f85dd2265336d,2.0,,,CAM040371.jpg
CAM040367,https://zenodo.org/record/2707828/files/CAM040367_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,100bfef80df3d7d6a4c76c5587b48fed,2.0,,,CAM040367.jpg
CAM040366,https://zenodo.org/record/2707828/files/CAM040366_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,ce853a52fe9ae6bfaad443da8d976f6d,2.0,,,CAM040366.jpg
CAM040365,https://zenodo.org/record/2707828/files/CAM040365_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,46b648202fc44a75da5a3428021f09b6,2.0,,,CAM040365.jpg
CAM040364,https://zenodo.org/record/2707828/files/CAM040364_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,98a074fe4ce0d7103126950afda9d181,2.0,,,CAM040364.jpg
CAM040363,https://zenodo.org/record/2707828/files/CAM040363_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,e51b115e2f5246d936f064de01633e4b,2.0,,,CAM040363.jpg
CAM040362,https://zenodo.org/record/2707828/files/CAM040362_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,e790c8a0816fcb8bd724aa7c166842c8,2.0,,,CAM040362.jpg
CAM040361,https://zenodo.org/record/2707828/files/CAM040361_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d650d2ed667021bf8b5db0c5b5bc9f77,2.0,,,CAM040361.jpg
CAM040358,https://zenodo.org/record/2707828/files/CAM040358_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,c8862ce9db42d6669a66f6930aa1b451,2.0,,,CAM040358.jpg
CAM040357,https://zenodo.org/record/2707828/files/CAM040357_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,a24b0e3bb01ccda9a2b16be9045cea88,2.0,,,CAM040357.jpg
CAM040356,https://zenodo.org/record/2707828/files/CAM040356_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d1deb95e12d58753897d3e47c5282b79,2.0,,,CAM040356.jpg
CAM040355,https://zenodo.org/record/2707828/files/CAM040355_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,cd9941388e5c7c17b5726ddf98194094,2.0,,,CAM040355.jpg
CAM040354,https://zenodo.org/record/2707828/files/CAM040354_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,8bebe756e168e0d3c7551d3408c8489f,2.0,,,CAM040354.jpg
CAM040321,https://zenodo.org/record/2707828/files/CAM040321_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3c69cf3ca6c352598ad370a8c0f6284b,2.0,,,CAM040321.jpg
CAM040373,https://zenodo.org/record/2707828/files/CAM040373_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,b62698dbacf8c80c13bd7414976902ba,2.0,,,CAM040373.jpg
CAM040200,https://zenodo.org/record/2707828/files/CAM040200_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,489f7abdf5abc3f9d2f4bad9e999c977,8.0,,,CAM040200.jpg
CAM040187,https://zenodo.org/record/2707828/files/CAM040187_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,751a57c82592e0ced5f01fa62f77523a,8.0,,,CAM040187.jpg
CAM040186,https://zenodo.org/record/2707828/files/CAM040186_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,64187d3a81e1d21a1dc37deffda34486,8.0,,,CAM040186.jpg
CAM040185,https://zenodo.org/record/2707828/files/CAM040185_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,55a9159fb1f5677f88000f9794fe1f62,8.0,,,CAM040185.jpg
CAM040184,https://zenodo.org/record/2707828/files/CAM040184_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0d58086a1337d65566901f9e3ccc73c5,8.0,,,CAM040184.jpg
CAM040174,https://zenodo.org/record/2707828/files/CAM040174_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,3332acba31fb94d8e3371147e4d7f759,8.0,,,CAM040174.jpg
CAM040173,https://zenodo.org/record/2707828/files/CAM040173_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,ab0ee0e3573e3385d526af28fc693f3f,8.0,,,CAM040173.jpg
CAM040165,https://zenodo.org/record/2707828/files/CAM040165_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,a15dc9ae0f5adaff3238d969925b1b33,8.0,,,CAM040165.jpg
CAM040169,https://zenodo.org/record/2707828/files/CAM040169_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,aed23a5ca652a795d6c3a0637fa058f3,8.0,,,CAM040169.jpg
CAM040168,https://zenodo.org/record/2707828/files/CAM040168_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,dbce4dbe5ef53411afc01db501f1800b,8.0,,,CAM040168.jpg
CAM040167,https://zenodo.org/record/2707828/files/CAM040167_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d97dd53fecb99dc73457d9ae668ea931,8.0,,,CAM040167.jpg
CAM040166,https://zenodo.org/record/2707828/files/CAM040166_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,75db10f9f4f7a1650b99b654397b8cfd,8.0,,,CAM040166.jpg
CAM040164,https://zenodo.org/record/2707828/files/CAM040164_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,65b6f342974855bce2b66e4b38743cc4,8.0,,,CAM040164.jpg
CAM040170,https://zenodo.org/record/2707828/files/CAM040170_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0b4a6723bba2373eedf0f4d6c00fae7a,8.0,,,CAM040170.jpg
CAM040211,https://zenodo.org/record/2707828/files/CAM040211_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,54e2f4d4f162f4390f18a2db605ad3ee,8.0,,,CAM040211.jpg
CAM040241,https://zenodo.org/record/2707828/files/CAM040241_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,8a6b463039abbb37a6502a709c1ef831,8.0,,,CAM040241.jpg
CAM040239,https://zenodo.org/record/2707828/files/CAM040239_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,9dbd9b1e2081ff24368697baa115ce05,8.0,,,CAM040239.jpg
CAM040236,https://zenodo.org/record/2707828/files/CAM040236_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,bcb34322eebbc8e94bcc17aac17e2e60,8.0,,,CAM040236.jpg
CAM040233,https://zenodo.org/record/2707828/files/CAM040233_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0d6e6122cca4021e631f5ad32fdf1a63,8.0,,,CAM040233.jpg
CAM040230,https://zenodo.org/record/2707828/files/CAM040230_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,f6781c7063612d847fa2118f98dc80c8,8.0,,,CAM040230.jpg
CAM040212,https://zenodo.org/record/2707828/files/CAM040212_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,21d69b8cb9ed9e8aa8cd8e600c14595d,8.0,,,CAM040212.jpg
CAM040228,https://zenodo.org/record/2707828/files/CAM040228_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,22d9c759c172a9d30d58c9c0a7d4e81f,8.0,,,CAM040228.jpg
CAM040227,https://zenodo.org/record/2707828/files/CAM040227_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,d245bb085d928a12bd7a8a5095715e48,8.0,,,CAM040227.jpg
CAM040218,https://zenodo.org/record/2707828/files/CAM040218_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,42322195043c66d423cc8fe7153bf3ed,8.0,,,CAM040218.jpg
CAM040217,https://zenodo.org/record/2707828/files/CAM040217_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,909a45cceb2cd29c9bbf92eea8ed353a,8.0,,,CAM040217.jpg
CAM040232,https://zenodo.org/record/2707828/files/CAM040232_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,bb1c2443a4d269a3aa19c5ae2f899933,8.0,,,CAM040232.jpg
CAM040215,https://zenodo.org/record/2707828/files/CAM040215_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,6c67f60763c0be6de603b47c3b028836,8.0,,,CAM040215.jpg
CAM040214,https://zenodo.org/record/2707828/files/CAM040214_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,1dbf512a8558266db2c83763181e655e,8.0,,,CAM040214.jpg
CAM040213,https://zenodo.org/record/2707828/files/CAM040213_d.JPG,non-hybrid,train,https://zenodo.org/record/2707828,0faff13e32ea43312b0bddd485eab040,8.0,,,CAM040213.jpg
CAM040938,https://zenodo.org/record/2714333/files/CAM040938_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,bda829a4c1e2c0dc74f858941c3da35a,2.0,,,CAM040938.jpg
CAM040952,https://zenodo.org/record/2714333/files/CAM040952_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,4d9701e2c355db4034ef4bd3e4922e73,2.0,,,CAM040952.jpg
CAM040953,https://zenodo.org/record/2714333/files/CAM040953_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,9bb45f4917ebf2b53b09ab7c79d3b14f,2.0,,,CAM040953.jpg
CAM040955,https://zenodo.org/record/2714333/files/CAM040955_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,44157fba297059bd93a693c8f2d9a269,2.0,,,CAM040955.jpg
CAM040951,https://zenodo.org/record/2714333/files/CAM040951_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,b41a6882587e1c4364bb9bf0ccbaa6dc,2.0,,,CAM040951.jpg
CAM040956,https://zenodo.org/record/2714333/files/CAM040956_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,e93c6cc6a8f2c6f1a6d980e68566332c,2.0,,,CAM040956.jpg
CAM040957,https://zenodo.org/record/2714333/files/CAM040957_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,26d640522ada83f8021dbfcdcd78d274,2.0,,,CAM040957.jpg
CAM040954,https://zenodo.org/record/2714333/files/CAM040954_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,4b94bb7e595682696f4bddc94636819c,2.0,,,CAM040954.jpg
CAM040937,https://zenodo.org/record/2714333/files/CAM040937_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,a0b12bc74130772afa3e71881617f007,2.0,,,CAM040937.jpg
CAM040943,https://zenodo.org/record/2714333/files/CAM040943_d.JPG,non-hybrid,train,https://zenodo.org/record/2714333,ca43f16352595dfafb815e340eb23941,2.0,,,CAM040943.jpg
